STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
74486094789,2025/2/12,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",34.9,24,28.5,24,1025,16,23.9,24,6.7,24,9.1,24,15,999.9,37.9, ,26.1, ,0.21,G,2,1000
74486094789,2025/2/13,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",41,24,36.7,24,1015.4,13,14.5,24,4.2,24,9.9,24,20,28,48.9, ,33.1, ,0.26,G,1.2,111000
74486094789,2025/2/14,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",37.8,24,14.6,24,1027.6,24,26.8,24,10,24,16,24,24.1,38.1,48.9, ,32, ,0.2,G,2,0
74486094789,2025/2/15,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",33.2,24,14.7,24,1032.6,22,31.1,24,8.5,24,8,24,14,999.9,39.9, ,28, ,0,G,1.2,11000
74486094789,2025/2/16,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",40.6,24,37.8,24,1006.3,14,2.5,24,1.5,24,10.4,24,31.1,44.1,52, ,28, ,0.83,G,999.9,111000
74486094789,2025/2/17,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",37.3,24,16.5,24,1002.9,24,2.1,24,10,24,23.3,24,28.9,42.9,52, ,32, ,0.8,G,999.9,0
74486094789,2025/2/18,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",27.9,24,1.9,24,1018.7,24,17.9,24,10,24,18.2,24,24.1,35.9,39, ,21.9, ,0,G,999.9,0
74486094789,2025/2/19,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",25.8,24,3,24,1025.3,24,24.6,24,10,24,14,24,19,31.1,36, ,19.9, ,0,G,999.9,0
74486094789,2025/2/20,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",26.4,24,9.8,24,1017.4,24,16.6,24,9.9,24,11.8,24,18.1,25.1,36, ,19.9, ,0,G,999.9,11000
74486094789,2025/2/21,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",29.2,24,11.4,24,1018.7,24,17.9,24,9,24,19.3,24,25.1,34,39.9, ,19.9, ,0,G,999.9,1000
74486094789,2025/2/22,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",30.4,24,12.7,24,1027.4,24,26.6,24,10,24,13.8,24,21,29.9,41, ,23, ,0,G,999.9,0
74486094789,2025/2/23,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",39.1,24,20.7,24,1020.1,24,19.4,24,10,24,10.2,24,13,17.1,50, ,23, ,0,G,999.9,0
74486094789,2025/2/24,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",42.3,24,26.1,24,1018.7,24,18.1,24,10,24,9.6,24,22.9,31.1,50, ,33.1, ,0,G,999.9,0
74486094789,2025/2/25,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",44.8,24,34,24,1010.7,24,10,24,10,24,8.3,24,22,999.9,55, ,33.1, ,0,G,999.9,0
74486094789,2025/2/26,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",51,24,33.5,24,1010.6,24,9.8,24,10,24,10.5,24,15.9,22.9,60.1, ,39, ,0,G,999.9,0
74486094789,2025/2/27,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",47.9,24,39.3,24,1009.8,24,9.1,24,9.6,24,6.2,24,12,999.9,60.1, ,39, ,0,G,999.9,10000
74486094789,2025/2/28,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",49.3,24,30.4,24,1004.9,24,4.1,24,10,24,12.4,24,21,26,55,*,42.1,*,0,G,999.9,0
74486094789,2025/3/1,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",48.8,24,33.1,24,1002,24,1.3,24,10,24,12.9,24,26,35.9,66.9, ,42.1, ,0,G,999.9,0
74486094789,2025/3/2,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",31.1,24,4.9,24,1015.2,24,14.5,24,10,24,17.3,24,25.1,40,43,*,23,*,0,G,999.9,0
74486094789,2025/3/3,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",30.3,24,8.1,24,1024,24,23.2,24,10,24,12.4,24,19,26,39.9, ,23, ,0,G,999.9,0
74486094789,2025/3/4,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",39.7,24,28.2,24,1023.6,24,22.8,24,10,24,12.9,24,21,28.9,48.9, ,24.1, ,0,G,999.9,0
74486094789,2025/3/5,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",47.8,24,41.1,24,1012,24,11.2,24,9.6,24,16.3,24,24.1,40,55, ,30, ,0,G,999.9,10000
74486094789,2025/3/6,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",51.5,24,42.9,24,992.3,18,991.7,24,5.7,24,15,24,24.1,41,57, ,42.1, ,1.5,G,999.9,110000
74486094789,2025/3/7,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",43.8,24,17.3,24,1001.7,24,0.8,24,10,24,22.5,24,28.9,42.9,57, ,37, ,0.01,G,999.9,0
74486094789,2025/3/8,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",46.2,24,16.9,24,1004.2,24,3.5,24,10,24,14.1,24,25.1,38.1,54, ,37, ,0,G,999.9,0
74486094789,2025/3/9,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",43.2,24,16,24,1012.2,24,11.4,24,10,24,14.6,24,22,29.9,57, ,34, ,0,G,999.9,0
74486094789,2025/3/10,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",50.2,24,30.3,24,1011.3,24,10.6,24,10,24,10.3,24,17.1,999.9,63, ,34, ,0,G,999.9,0
74486094789,2025/3/11,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",49.4,24,34.8,24,1009.4,24,8.6,24,10,24,8.1,24,17.1,999.9,63, ,37, ,0,G,999.9,0
74486094789,2025/3/12,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",49.3,24,29.5,24,1012.3,24,11.5,24,10,24,8.5,24,15,25.1,62.1, ,37, ,0,G,999.9,0
74486094789,2025/3/13,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",44.6,24,32.1,24,1018.5,24,17.7,24,10,24,11,24,18.1,24.1,57, ,37.9, ,0,G,999.9,0
74486094789,2025/3/14,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",46.8,24,34.5,24,1020.8,23,20,24,10,24,7.6,24,15,999.9,54, ,37.9, ,0,G,999.9,0
74486094789,2025/3/15,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",44.6,24,40.6,24,1020.7,16,20.1,24,3.5,24,7.3,24,11.1,999.9,54, ,42.1, ,0,G,999.9,10000
74486094789,2025/3/16,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",50.6,24,48.1,24,1016,18,15.6,24,0.4,24,10.3,24,26,35,55.4,*,46.9,*,0.01,G,999.9,110000
74486094789,2025/3/17,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",54.5,24,50.2,24,1010.2,15,8.9,24,4.2,24,11.4,24,24.1,36.9,60.1, ,48, ,0.87,G,999.9,10000
74486094789,2025/3/18,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",47.2,24,25.6,24,1016.1,24,15.3,24,10,24,14.6,24,20,28.9,61, ,37, ,0.01,G,999.9,0
74486094789,2025/3/19,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",49,24,30,24,1018.5,24,17.7,24,10,24,4.4,24,11.1,999.9,61, ,37, ,0,G,999.9,0
74486094789,2025/3/20,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",44.9,24,42.5,24,1012,20,10.7,24,2,24,9.4,24,15,22,60.1, ,37.9, ,0,G,999.9,110000
74486094789,2025/3/21,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",47.9,24,31.8,24,1003,23,1.7,24,8.2,24,16.5,24,27,40,54, ,39.9, ,0.47,G,999.9,10000
74486094789,2025/3/22,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",48.4,24,29.2,24,1008.6,24,7.8,24,10,24,9.7,24,21,35.9,62.1, ,37.9, ,0.06,G,999.9,0
74486094789,2025/3/23,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",42.1,24,19.6,24,1017,24,16.2,24,10,24,14.7,24,22,35,62.1, ,32, ,0,G,999.9,0
74486094789,2025/3/24,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",43.7,24,38.5,24,1017.9,13,13.7,24,6.3,24,11.5,24,18.1,27,50, ,32, ,0.14,G,999.9,10000
74486094789,2025/3/25,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",51.5,24,35.7,24,1010.7,24,10,24,9.1,24,11.2,24,21,28,61, ,39.9, ,0.69,G,999.9,0
74486094789,2025/3/26,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",47.8,24,28.2,24,1015.5,24,14.7,24,9.9,24,9.3,24,18.1,27,61, ,42.1, ,0,G,999.9,10000
74486094789,2025/3/27,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",43.3,24,18.6,24,1022.2,24,21.5,24,10,24,13.7,24,18.1,25.1,54, ,35.1, ,0.01,G,999.9,0
74486094789,2025/3/28,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",50.3,24,32.1,24,1022.1,24,21.3,24,10,24,9.8,24,15,999.9,63, ,35.1, ,0,G,999.9,0
74486094789,2025/3/29,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",59.6,24,46.9,24,1015.5,24,14.6,24,10,24,10,24,22,28,82, ,42.1, ,0.02,G,999.9,10000
74486094789,2025/3/30,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",46.1,24,40.8,24,1021.3,20,20.4,24,9.7,24,10.1,24,15,22,50,*,44.1,*,0.01,G,999.9,10000
74486094789,2025/3/31,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",52,24,49,24,1009.2,23,8.7,24,4.7,24,11,24,19,28,62.1, ,44.1, ,0.02,G,999.9,110000
74486094789,2025/4/1,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",51.5,24,39,24,1010.8,20,8.1,24,7.2,24,13.7,24,21,29.9,62.1, ,44.1, ,0.63,G,999.9,10000
74486094789,2025/4/2,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",43.4,24,22.5,24,1029.5,24,28.7,24,10,24,10.3,24,15.9,22.9,57, ,37, ,0.12,G,999.9,10000
74486094789,2025/4/3,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",49.9,24,46.5,24,1021.5,16,21.1,24,6.1,24,9.2,24,15.9,20,60.1, ,37, ,0.08,G,999.9,10000
74486094789,2025/4/4,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",63.4,24,49.8,24,1018.5,24,17.7,24,9.7,24,9.1,24,15.9,19,81, ,45, ,0.11,G,999.9,10000
74486094789,2025/4/5,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",53.1,24,38.2,24,1025.5,21,24,24,8.9,24,11.9,24,19,31.1,71.1, ,45, ,0.09,G,999.9,10000
74486094789,2025/4/6,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",48.7,24,43.7,24,1011.9,21,11.1,24,7.4,24,6.5,24,11.1,999.9,57,*,44.6,*,0.16,G,999.9,10010
74486094789,2025/4/7,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",46.7,24,36.6,24,1009.9,20,9.1,24,8.2,24,8.4,24,14,999.9,59, ,39.9, ,0.03,G,999.9,10000
74486094789,2025/4/8,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",43.8,24,29.8,24,1006.3,20,4.5,24,9.2,24,13.2,24,27,38.1,52, ,39.9, ,0.16,G,999.9,10000
74486094789,2025/4/9,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",39.6,24,15.1,24,1021.5,24,20.8,24,10,24,13.4,24,19,28,48.9, ,32, ,0.01,G,999.9,0
74486094789,2025/4/10,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",43.9,24,31.9,24,1027,24,26.4,24,10,24,9.5,24,17.1,21,50, ,32, ,0,G,999.9,10000
74486094789,2025/4/11,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",45.2,24,37.7,24,1022.3,21,21.5,24,9.7,24,9.1,24,13,24.1,50, ,39, ,0.01,G,999.9,10000
74486094789,2025/4/12,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",40.6,24,37,24,1014.5,20,13.9,24,3.4,24,14.9,24,22,32.1,48.9, ,37.9, ,0.93,G,999.9,10000
74486094789,2025/4/13,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",46.5,24,37.4,24,1012.3,19,11.7,24,9.3,24,12.6,24,20,32.1,59, ,37.9, ,0.12,G,999.9,10000
74486094789,2025/4/14,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",53.7,24,36.9,24,1011.6,24,10.8,24,10,24,7.6,24,13,999.9,62.1, ,39.9, ,0.04,G,999.9,0
74486094789,2025/4/15,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",55.2,24,45,24,1000.8,24,0,24,9.7,24,7.4,24,25.1,35.9,71.1, ,43, ,0.04,G,999.9,10000
74486094789,2025/4/16,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",50.6,24,29.4,24,1005.4,24,4.6,24,10,24,18.1,24,24.1,36.9,71.1, ,46.9, ,0.01,G,999.9,0
74486094789,2025/4/17,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",52,24,27.4,24,1017.8,24,17,24,10,24,14.2,24,19,26,66, ,43, ,0,G,999.9,0
74486094789,2025/4/18,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",53.4,24,34,24,1023.3,24,22.5,24,10,24,9.1,24,25.1,35.9,66, ,39.9, ,0,G,999.9,0
74486094789,2025/4/19,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",61.4,24,50.5,24,1016.2,24,15.4,24,9.9,24,12.6,24,21,28.9,78.1,*,52,*,0,G,999.9,0
74486094789,2025/4/20,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",66.5,24,42.5,24,1019.9,24,19.2,24,10,24,14.2,24,22.9,31.1,78.1, ,52, ,0,G,999.9,0
74486094789,2025/4/21,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",53.2,24,32.7,24,1026.1,24,25.3,24,10,24,7.7,24,15,22,71.1, ,46.9, ,0,G,999.9,0
74486094789,2025/4/22,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",59.3,24,51.3,24,1015.7,22,14.9,24,8.7,24,7.2,24,15,999.9,75, ,46.9, ,0,G,999.9,10000
74486094789,2025/4/23,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",63.6,24,39.9,24,1020.6,24,19.9,24,10,24,10.1,24,15.9,17.1,78.1, ,50, ,0,G,999.9,0
74486094789,2025/4/24,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",59.2,24,44.2,24,1024.7,24,23.9,24,10,24,6.6,24,15.9,999.9,73.9, ,46.9, ,0,G,999.9,0
74486094789,2025/4/25,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",61.4,24,48.9,24,1023.3,24,22.6,24,10,24,10.6,24,19,27,73.9, ,46.9, ,0,G,999.9,0
74486094789,2025/4/26,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",59.3,24,56.9,24,1012.6,22,11.7,24,6.1,24,12.7,24,17.1,24.1,71.1, ,52, ,0.16,G,999.9,110010
74486094789,2025/4/27,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",57.3,24,38.8,24,1012.4,24,11.6,24,9.7,24,19.4,24,28.9,42.9,69.1, ,48.9, ,0.25,G,999.9,10000
74486094789,2025/4/28,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",62.8,24,32.9,24,1023.6,24,22.8,24,10,24,11.5,24,18.1,22,75, ,48.9, ,0,G,999.9,0
74486094789,2025/4/29,40.63915,-73.7639,2.7,"JFK INTERNATIONAL AIRPORT, NY US",58.8,24,44.5,24,1021.8,24,21.1,24,10,24,12.5,24,22.9,33,75, ,50, ,0,G,999.9,0
